age,work.class,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,salary
29,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,Below-50K
53,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Below-50K
41,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,Below-50K
33,Self-emp-not-inc,12th,8,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,United-States,Below-50K
26,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,Below-50K
26,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,Below-50K
39,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States,Below-50K
41,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,54,United-States,Below-50K
52,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,Above-50K
63,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,Above-50K
24,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,Below-50K
19,Private,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,20,United-States,Below-50K
31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,Below-50K
30,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,Below-50K
60,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,40,United-States,Below-50K
20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,24,United-States,Below-50K
61,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Below-50K
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Below-50K
54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,Below-50K
66,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,Below-50K
26,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,78,United-States,Below-50K
54,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,Above-50K
20,Self-emp-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,70,United-States,Below-50K
40,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Ireland,Above-50K
42,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Cuba,Above-50K
29,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,Above-50K
60,Private,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Male,0,0,60,United-States,Below-50K
41,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,Above-50K
50,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,15024,0,40,United-States,Above-50K
59,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,Below-50K
57,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,Above-50K
37,Private,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,Below-50K
28,Self-emp-not-inc,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,Below-50K
41,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,Below-50K
26,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,Below-50K
54,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,Below-50K
59,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,Below-50K
57,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,Below-50K
69,Local-gov,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,10,United-States,Below-50K
37,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,Below-50K
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Below-50K
38,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3464,0,40,Columbia,Below-50K
36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,Below-50K
46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,46,United-States,Above-50K
40,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,Above-50K
42,Private,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,0,0,40,United-States,Below-50K
42,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,Above-50K
36,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,Below-50K
42,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Male,9562,0,45,United-States,Above-50K
34,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States,Above-50K
18,Self-emp-not-inc,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,Below-50K
33,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Male,0,1669,55,United-States,Below-50K
33,Private,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,Below-50K
56,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,Above-50K
21,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,Below-50K
40,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,Below-50K
25,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,Below-50K
21,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,24,United-States,Below-50K
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Below-50K
37,Private,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,30,United-States,Below-50K
23,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,Below-50K
53,Private,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States,Above-50K
35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,16,United-States,Above-50K
61,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,Above-50K
46,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,50,United-States,Above-50K
51,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Below-50K
39,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,Above-50K
29,Private,HS-grad,9,Never-married,Tech-support,Own-child,Black,Male,0,0,40,United-States,Below-50K
40,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,Above-50K
43,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,Above-50K
40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,Below-50K
33,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,Below-50K
45,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,Mexico,Below-50K
27,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3942,0,40,United-States,Below-50K
26,Private,12th,8,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,Below-50K
39,Private,Some-college,10,Divorced,Sales,Own-child,White,Male,0,1380,70,United-States,Below-50K
27,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,Below-50K
35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Below-50K
23,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,30,United-States,Below-50K
69,Private,Bachelors,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,Below-50K
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,Above-50K
26,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,Below-50K
57,Self-emp-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,United-States,Above-50K
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,United-States,Above-50K
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,20,United-States,Below-50K
35,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,1887,45,United-States,Above-50K
46,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,Above-50K
30,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,Below-50K
44,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,Above-50K
38,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,Below-50K
39,Federal-gov,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,Below-50K
50,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,Below-50K
39,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Below-50K
23,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,Below-50K
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,Above-50K
45,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Above-50K
46,Self-emp-not-inc,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,Below-50K
24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,Below-50K
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Below-50K
23,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,33,United-States,Below-50K
56,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,42,United-States,Below-50K
51,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,Above-50K
29,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,30,United-States,Below-50K
67,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,10,United-States,Below-50K
48,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,Above-50K
75,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,Below-50K
55,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,Above-50K
31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,15024,0,48,Philippines,Above-50K
22,Private,1st-4th,2,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Guatemala,Below-50K
25,Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,35,Taiwan,Below-50K
27,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,Below-50K
60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,Below-50K
41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,Below-50K
35,Private,12th,8,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,Below-50K
23,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,Below-50K
25,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,4101,0,35,United-States,Below-50K
30,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,60,United-States,Below-50K
29,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,Above-50K
54,Private,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Guatemala,Below-50K
33,Private,9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,70,United-States,Below-50K
27,Local-gov,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,38,United-States,Below-50K
35,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,Below-50K
46,Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,Below-50K
27,Private,9th,5,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,Below-50K
27,State-gov,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,2174,0,40,United-States,Below-50K
32,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,Below-50K
37,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,1719,32,United-States,Below-50K
29,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,Below-50K
40,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,Above-50K
29,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1485,40,United-States,Above-50K
23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,Below-50K
44,Local-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Above-50K
48,Private,Bachelors,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,43,United-States,Below-50K
49,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,Above-50K
51,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,Above-50K
25,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,Below-50K
30,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,Germany,Below-50K
46,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Above-50K
24,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Below-50K
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Below-50K
38,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,Above-50K
27,Private,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,Below-50K
33,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1740,50,United-States,Below-50K
44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,Below-50K
54,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,Below-50K
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,Above-50K
43,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,Above-50K
25,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,Below-50K
31,Private,12th,8,Never-married,Sales,Own-child,White,Male,0,0,32,United-States,Below-50K
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,Below-50K
64,Private,Doctorate,16,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States,Above-50K
53,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,Below-50K
43,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,Below-50K
56,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,Above-50K
53,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,Below-50K
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,Below-50K
34,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,Below-50K
42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,96,United-States,Below-50K
35,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,Above-50K
40,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,Above-50K
28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,Below-50K
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,Above-50K
61,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,Above-50K
33,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,Below-50K
39,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States,Above-50K
30,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,Below-50K
55,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,Below-50K
44,Local-gov,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,Below-50K
46,Self-emp-not-inc,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,Above-50K
35,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,Above-50K
33,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,87,United-States,Below-50K
23,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,1590,48,United-States,Below-50K
17,Private,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,Below-50K
25,Private,Assoc-acdm,12,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,48,United-States,Below-50K
36,Private,10th,6,Never-married,Farming-fishing,Own-child,Black,Male,0,0,60,United-States,Below-50K
69,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,Above-50K
34,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,Above-50K
71,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,60,United-States,Above-50K
63,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,Above-50K
24,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States,Below-50K
44,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,Above-50K
25,Private,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0,0,60,United-States,Below-50K
32,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,Above-50K
35,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,Above-50K
39,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,Above-50K
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,Below-50K
24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,Below-50K
47,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1590,40,United-States,Below-50K
33,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,Below-50K
35,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,Below-50K
20,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,47,United-States,Below-50K
45,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,Above-50K
21,Private,11th,7,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,0,1762,40,Dominican-Republic,Below-50K
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,45,United-States,Below-50K
21,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,Below-50K
63,State-gov,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,Above-50K
43,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Below-50K
29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,United-States,Above-50K
24,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,Below-50K
35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,Below-50K
36,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,45,United-States,Above-50K
49,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,Below-50K
51,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,Above-50K
24,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,98,United-States,Below-50K
43,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,Below-50K
28,Private,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Honduras,Below-50K
50,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Germany,Above-50K
36,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,Below-50K
54,Local-gov,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,42,United-States,Below-50K
33,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,Below-50K
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,Above-50K
33,Private,HS-grad,9,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,45,Japan,Below-50K
53,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,Above-50K
30,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States,Below-50K
47,Self-emp-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,Below-50K
24,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,30,United-States,Below-50K
38,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Guatemala,Below-50K
53,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,Above-50K
47,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Below-50K
24,Private,Bachelors,13,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,Below-50K
49,Self-emp-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,Below-50K
54,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States,Above-50K
58,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Above-50K
59,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,Below-50K
34,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,Below-50K
46,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,Above-50K
18,Private,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States,Below-50K
46,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,Above-50K
45,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,Below-50K
39,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,Above-50K
42,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,Below-50K
58,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,Above-50K
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,Above-50K
36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,Below-50K
65,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,Above-50K
38,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,Above-50K
29,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,Below-50K
36,Private,12th,8,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,Below-50K
46,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,Below-50K
